                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    188,                0.39405,                 4.1404,                0.30056,                0.34731,                 1.0004,                0.97383,                0.99226,                0.99339,                0.80696,                0.71612,                0.70634,                0.56403,                0.15676,                0.71958,                 3.9979,                0.10745,                0.38688,                 1.1827,              0.0081487,              0.0081487,              0.0081487
                    189,                0.39592,                 4.0991,                  0.298,                0.33949,                0.99528,                0.98388,                   0.98,                0.98807,                0.79848,                 0.6823,                   0.68,                0.53209,                0.15617,                0.76724,                  4.024,                0.11284,                0.39929,                 1.2242,              0.0081388,              0.0081388,              0.0081388
                    190,                 0.3936,                 4.1348,                0.29774,                0.34506,                0.99638,                0.97993,                0.97673,                0.98485,                0.80378,                0.72652,                0.70667,                0.56547,                0.17275,                0.73103,                 3.8742,                0.11044,                0.40267,                 1.1906,              0.0081289,              0.0081289,              0.0081289
                    191,                0.38631,                 4.1378,                0.29828,                0.34136,                0.98148,                0.97198,                0.99333,                0.99352,                0.80682,                0.68489,                    0.7,                0.56295,                0.17196,                0.73542,                 3.9106,                0.11424,                0.39816,                 1.1732,               0.008119,               0.008119,               0.008119
                    192,                0.39214,                 4.1021,                 0.3009,                0.34155,                0.99882,                0.96092,                0.98667,                0.99133,                 0.8237,                0.70854,                0.74552,                0.62765,                0.18571,                0.71614,                 3.8655,                0.11056,                0.38724,                 1.1729,              0.0081091,              0.0081091,              0.0081091
                    193,                0.38383,                 4.1169,                0.29944,                0.33411,                 0.9873,                0.97985,                   0.98,                 0.9936,                0.82132,                0.73738,                0.75333,                0.64629,                0.19287,                0.70761,                 3.8498,                0.10986,                0.38372,                 1.1704,              0.0080992,              0.0080992,              0.0080992
                    194,                0.40159,                 4.0722,                0.30306,                0.34676,                0.99939,                0.98656,                0.97858,                0.99279,                0.81263,                0.73147,                0.72639,                 0.6002,                0.17313,                 0.7159,                 3.9272,                0.10754,                0.38219,                 1.1803,              0.0080893,              0.0080893,              0.0080893
                    195,                0.39988,                 4.1154,                0.29757,                0.34056,                 1.0046,                0.98665,                0.98508,                0.99293,                0.81941,                0.76424,                   0.76,                0.66586,                0.18936,                0.71129,                 3.8312,                0.10902,                0.37661,                 1.1608,              0.0080794,              0.0080794,              0.0080794
                    196,                0.38192,                 4.0419,                0.29715,                0.34007,                0.98651,                0.98649,                0.97324,                0.99332,                0.83165,                0.72738,                0.71151,                0.57212,                0.16916,                 0.7056,                 3.9299,                0.12011,                0.37271,                 1.1616,              0.0080695,              0.0080695,              0.0080695
                    197,                 0.3975,                 4.0994,                0.29855,                0.34404,                 0.9998,                0.99155,                   0.98,                0.99202,                0.81576,                0.74869,                   0.74,                0.62127,                 0.1853,                0.71332,                 3.8969,                0.11583,                0.38203,                 1.1812,              0.0080596,              0.0080596,              0.0080596
                    198,                 0.3949,                 4.1423,                0.29729,                0.34153,                0.99881,                0.99196,                0.98667,                0.99419,                0.81193,                 0.7371,                0.73333,                0.59217,                0.17117,                0.71981,                  3.837,                0.10905,                0.36915,                 1.1821,              0.0080497,              0.0080497,              0.0080497
                    199,                0.38827,                 4.0429,                0.29335,                0.34516,                0.99539,                0.98346,                0.98667,                 0.9929,                0.81618,                0.69923,                0.71295,                0.57451,                 0.1765,                 0.7233,                 3.8938,                0.11499,                0.37546,                 1.1715,              0.0080398,              0.0080398,              0.0080398
                    200,                0.38782,                 4.0898,                0.28951,                0.34097,                0.99836,                0.97364,                0.98516,                0.98508,                0.81163,                0.69786,                    0.7,                0.55221,                0.17453,                 0.7244,                 3.8751,                0.10747,                0.37009,                 1.1854,              0.0080299,              0.0080299,              0.0080299
                    201,                0.39304,                 4.1003,                0.30188,                0.33579,                 1.0023,                0.99187,                   0.98,                0.99383,                0.82205,                0.71691,                    0.7,                0.57581,                 0.1833,                0.72793,                 3.8836,                0.10588,                0.37063,                 1.1921,                0.00802,                0.00802,                0.00802
                    202,                0.39322,                  4.104,                0.29774,                0.33679,                 1.0024,                0.97751,                0.98667,                0.99081,                0.81745,                0.72634,                0.72548,                0.60286,                 0.1892,                0.71423,                 3.8628,                0.12253,                 0.3898,                 1.1688,              0.0080101,              0.0080101,              0.0080101
                    203,                0.38986,                 4.0807,                0.29737,                0.33389,                0.99513,                0.97964,                   0.98,                0.98394,                0.80041,                0.73906,                   0.74,                0.59562,                0.17018,                0.74038,                 3.8231,                0.11079,                0.37874,                  1.178,              0.0080002,              0.0080002,              0.0080002
                    204,                0.38476,                 4.0171,                0.29752,                0.34035,                 0.9896,                0.98992,                0.98667,                0.99118,                0.80401,                0.76106,                0.74322,                0.64624,                0.18807,                0.75532,                 3.8268,                0.10232,                0.39542,                 1.1987,              0.0079903,              0.0079903,              0.0079903
                    205,                0.37773,                 4.0391,                0.29649,                0.33391,                0.98567,                0.97903,                   0.98,                0.98672,                0.81429,                0.71921,                   0.72,                0.59056,                0.17961,                0.72027,                 3.8326,                0.10302,                0.36759,                  1.202,              0.0079804,              0.0079804,              0.0079804
                    206,                 0.3871,                 4.0932,                0.29188,                0.34087,                 0.9972,                0.99035,                   0.98,                0.99209,                0.82778,                0.74929,                   0.74,                0.63827,                0.19412,                0.70896,                 3.8357,                0.10868,                 0.3777,                 1.1701,              0.0079705,              0.0079705,              0.0079705
                    207,                0.37697,                 4.0003,                0.29579,                0.32745,                0.98781,                0.99323,                0.97835,                0.99032,                0.82947,                0.74303,                0.73252,                0.61214,                0.19913,                0.70781,                  3.822,                0.10926,                0.35857,                 1.1677,              0.0079606,              0.0079606,              0.0079606
                    208,                0.38784,                 4.0606,                 0.2979,                0.34071,                0.99185,                0.98824,                0.98667,                0.98697,                0.81604,                0.69411,                0.69333,                0.55075,                0.18468,                0.71755,                 3.8289,                0.11235,                0.36058,                 1.1819,              0.0079507,              0.0079507,              0.0079507
                    209,                0.39465,                 4.0997,                0.30119,                0.34282,                0.99366,                0.97908,                0.98667,                0.98836,                0.81499,                0.69257,                0.70667,                0.56911,                0.18141,                0.73499,                 3.8303,                  0.107,                0.36161,                  1.186,              0.0079408,              0.0079408,              0.0079408
                    210,                0.37696,                 4.0194,                0.29669,                0.33105,                0.99518,                  0.986,                   0.98,                0.99012,                0.80862,                0.75093,                0.74667,                0.63355,                0.18587,                0.73088,                 3.8073,                0.11172,                0.36694,                 1.1743,              0.0079309,              0.0079309,              0.0079309
                    211,                 0.3864,                 3.9613,                0.29026,                0.33857,                0.99677,                0.98614,                0.98667,                0.99263,                0.81303,                0.77272,                0.77333,                0.66408,                0.19952,                 0.7252,                 3.7639,                0.10384,                0.38317,                 1.1826,               0.007921,               0.007921,               0.007921
                    212,                0.37558,                 4.0658,                0.29153,                0.33528,                0.98531,                0.98957,                0.98667,                0.98627,                0.81632,                0.77609,                0.77333,                0.68565,                0.18232,                0.73122,                 3.8262,                0.10744,                 0.3656,                 1.1965,              0.0079111,              0.0079111,              0.0079111
                    213,                0.37537,                 4.0002,                 0.2954,                0.32731,                0.98765,                0.97857,                0.98667,                0.99187,                0.82709,                0.72141,                0.72667,                0.58961,                0.18679,                0.70203,                 3.8569,                0.11179,                 0.3645,                 1.1756,              0.0079012,              0.0079012,              0.0079012
                    214,                0.37819,                 4.0058,                0.29756,                0.33526,                0.99121,                      1,                0.98439,                0.99474,                0.83094,                 0.7295,                   0.72,                0.59087,                0.18534,                0.71232,                 3.8194,                0.10109,                 0.3557,                 1.1695,              0.0078913,              0.0078913,              0.0078913
                    215,                0.37821,                 4.0111,                0.29587,                0.33007,                0.98994,                 0.9919,                0.98667,                0.98699,                0.81975,                0.72649,                   0.72,                0.59472,                0.18691,                0.72102,                 3.8456,                0.10065,                0.36997,                 1.1604,              0.0078814,              0.0078814,              0.0078814
                    216,                 0.3811,                 4.0418,                0.29817,                0.33384,                0.99059,                0.98552,                   0.98,                0.99139,                 0.8155,                0.71055,                0.70667,                0.56031,                0.18315,                0.72688,                 3.8096,                0.10981,                0.37935,                 1.1877,              0.0078715,              0.0078715,              0.0078715
                    217,                0.38191,                 3.9435,                0.29176,                0.32741,                0.99122,                0.98813,                   0.98,                0.99167,                 0.8187,                0.69912,                    0.7,                0.55865,                0.17923,                0.73723,                 3.8404,                0.10805,                0.37059,                 1.1929,              0.0078616,              0.0078616,              0.0078616
                    218,                0.38499,                 3.9647,                0.29293,                0.33758,                0.99351,                 0.9615,                0.97333,                0.97904,                 0.8195,                 0.6923,                0.70497,                0.54995,                0.18784,                 0.7407,                 3.8178,                0.09824,                0.37962,                 1.2062,              0.0078517,              0.0078517,              0.0078517
                    219,                0.38095,                 4.0114,                0.29356,                0.33363,                0.98436,                0.99157,                0.97333,                0.99305,                0.82044,                0.73321,                   0.72,                0.59577,                 0.1858,                0.71856,                 3.8302,                0.10188,                0.35883,                 1.1814,              0.0078418,              0.0078418,              0.0078418
                    220,                0.38432,                 3.9575,                0.28959,                0.32515,                0.99182,                0.98671,                0.98997,                0.99311,                0.81075,                0.70683,                0.69333,                0.55567,                0.18044,                0.75336,                  3.821,                 0.1026,                0.38506,                 1.2021,              0.0078319,              0.0078319,              0.0078319
                    221,                0.37814,                 3.9564,                0.28685,                0.32523,                0.98423,                0.99095,                0.98667,                0.98602,                0.81867,                0.76319,                  0.752,                 0.6224,                0.19247,                0.74229,                 3.7566,                 0.1048,                0.36094,                 1.1707,               0.007822,               0.007822,               0.007822
                    222,                0.37815,                 3.9748,                0.28883,                0.32701,                0.98773,                0.99327,                0.98396,                0.98951,                0.81198,                0.71197,                 0.7251,                0.59131,                0.18839,                 0.7289,                 3.8027,                0.10575,                0.37361,                 1.1818,              0.0078121,              0.0078121,              0.0078121
                    223,                0.37919,                 3.9565,                0.29705,                0.33246,                0.99279,                0.97982,                0.98667,                0.99076,                0.81792,                0.68173,                0.68667,                 0.5468,                 0.1757,                0.72819,                 3.9052,                0.11341,                0.37024,                 1.1861,              0.0078022,              0.0078022,              0.0078022
                    224,                0.38631,                 4.0642,                0.29835,                 0.3345,                0.99501,                 0.9665,                0.98667,                0.98819,                0.81786,                0.70798,                0.71333,                 0.5912,                0.19395,                0.71422,                 3.8181,                0.10779,                0.36913,                 1.1804,              0.0077923,              0.0077923,              0.0077923
                    225,                0.37517,                 4.0601,                0.29533,                0.31949,                0.98797,                0.99309,                   0.98,                 0.9894,                 0.8219,                0.72219,                0.71333,                0.59573,                0.18878,                0.71712,                 3.8588,                0.10327,                0.36959,                 1.1717,              0.0077824,              0.0077824,              0.0077824
                    226,                0.37048,                 3.9505,                0.29297,                0.32135,                0.98618,                0.98383,                0.98667,                0.98615,                0.82392,                0.74437,                0.74667,                0.64204,                0.19286,                0.72171,                 3.8118,                0.10195,                0.36825,                 1.1757,              0.0077725,              0.0077725,              0.0077725
                    227,                0.37306,                 4.0038,                 0.2927,                0.32231,                0.98483,                0.96722,                 0.9835,                0.98966,                0.82178,                0.72356,                   0.72,                0.60373,                0.20139,                0.71402,                 3.8248,                0.09421,                0.37698,                 1.1846,              0.0077626,              0.0077626,              0.0077626
                    228,                0.36487,                 3.8612,                0.29345,                0.32799,                 0.9766,                0.98665,                0.98546,                 0.9897,                0.82913,                0.72955,                0.71934,                0.59179,                0.19706,                 0.7093,                 3.7308,                 0.0975,                0.36845,                 1.1782,              0.0077527,              0.0077527,              0.0077527
                    229,                0.37556,                 3.9403,                0.29116,                0.32618,                 0.9833,                0.97903,                0.98667,                0.99019,                0.83362,                 0.7276,                0.73333,                0.60341,                0.19365,                0.68536,                  3.781,                 0.1087,                0.36032,                 1.1469,              0.0077428,              0.0077428,              0.0077428
                    230,                0.37877,                 3.9568,                0.28953,                0.32706,                0.98859,                0.99866,                0.99333,                  0.995,                0.82624,                0.74293,                0.73212,                0.61713,                0.20359,                0.69374,                  3.744,                0.10246,                0.36451,                  1.156,              0.0077329,              0.0077329,              0.0077329
                    231,                0.37781,                 3.9375,                 0.2939,                0.32008,                0.98684,                0.98662,                0.98317,                0.99346,                0.82762,                0.73624,                0.72667,                0.62067,                0.19302,                0.70012,                 3.7719,                0.10291,                 0.3632,                 1.1687,               0.007723,               0.007723,               0.007723
                    232,                0.36098,                 3.9058,                0.29647,                0.31477,                0.97691,                0.98656,                0.97896,                0.99392,                0.83058,                0.76499,                0.75954,                0.65522,                0.20364,                0.69173,                 3.7415,                0.10788,                0.36137,                 1.1572,              0.0077131,              0.0077131,              0.0077131
                    233,                0.38118,                 3.9994,                0.29649,                0.32261,                0.99109,                0.97985,                0.99333,                0.99454,                0.82834,                0.75177,                0.75333,                0.65162,                0.20418,                0.69533,                 3.7227,                0.10792,                 0.3609,                 1.1661,              0.0077032,              0.0077032,              0.0077032
                    234,                0.37484,                 3.9766,                0.29186,                0.32742,                0.98355,                0.98585,                0.97333,                0.99409,                0.82127,                0.76452,                0.74667,                0.64816,                0.19965,                0.71581,                 3.7403,                0.10486,                0.36846,                 1.1745,              0.0076933,              0.0076933,              0.0076933
                    235,                0.37451,                 3.9234,                0.29001,                0.33145,                0.98075,                0.98744,                0.96667,                0.99194,                0.82589,                0.74097,                0.72667,                0.64057,                0.19444,                0.69657,                 3.7325,                0.09557,                0.36582,                 1.1651,              0.0076834,              0.0076834,              0.0076834
                    236,                0.36588,                 3.9296,                0.29361,                0.32675,                0.97834,                0.98011,                0.98539,                0.99265,                0.82542,                0.70837,                0.71251,                0.58373,                0.18585,                0.69666,                 3.7649,                0.10087,                0.35472,                 1.1722,              0.0076735,              0.0076735,              0.0076735
                    237,                0.35746,                 3.8763,                0.29391,                0.31005,                0.97557,                0.98458,                   0.98,                0.99327,                0.83077,                 0.7341,                0.72667,                0.60796,                0.19571,                0.69613,                  3.787,                 0.1026,                0.35974,                 1.1638,              0.0076636,              0.0076636,              0.0076636
                    238,                0.36662,                  3.943,                0.29034,                0.31945,                0.98181,                0.96043,                   0.98,                0.97889,                0.82197,                0.72157,                0.71333,                0.60044,                0.19107,                0.68219,                 3.7903,                 0.1044,                0.37491,                 1.1519,              0.0076537,              0.0076537,              0.0076537
                    239,                0.37789,                  3.857,                0.28953,                0.33048,                0.99708,                0.94238,                0.99333,                 0.9875,                0.82533,                0.75944,                0.77871,                0.68173,                0.19084,                0.70134,                  3.709,                0.09607,                0.37102,                 1.1787,              0.0076438,              0.0076438,              0.0076438
                    240,                0.36953,                  3.839,                0.29072,                0.32571,                0.97969,                0.98655,                0.97774,                0.99305,                0.83113,                0.72135,                0.71333,                0.59971,                0.19124,                0.68384,                 3.7602,                0.09805,                0.36556,                 1.1558,              0.0076339,              0.0076339,              0.0076339
                    241,                0.37039,                 3.8981,                0.28784,                0.31374,                0.98266,                0.96922,                   0.98,                0.99315,                0.83485,                0.73648,                0.72667,                0.61128,                0.18926,                0.69688,                 3.7643,                0.09689,                0.37367,                 1.1658,               0.007624,               0.007624,               0.007624
                    242,                0.36671,                  3.923,                0.29065,                0.31724,                0.97652,                0.96126,                0.99245,                0.99395,                0.83319,                0.72643,                0.74667,                0.64921,                0.20049,                0.70183,                 3.7348,                0.10207,                0.36752,                 1.1665,              0.0076141,              0.0076141,              0.0076141
                    243,                0.37176,                 3.9361,                0.29071,                 0.3217,                0.98619,                0.97945,                0.99333,                0.99426,                0.82529,                0.72603,                0.73333,                0.61851,                0.19621,                0.71372,                 3.7653,                0.10915,                0.36739,                 1.1926,              0.0076042,              0.0076042,              0.0076042
                    244,                0.36118,                  3.836,                0.28755,                0.31523,                0.97133,                0.98673,                0.99129,                0.99453,                0.83392,                0.74127,                0.74491,                0.66355,                0.20689,                0.69359,                 3.7137,                0.11365,                0.36148,                 1.1818,              0.0075943,              0.0075943,              0.0075943
                    245,                0.37782,                 3.8091,                0.28808,                0.32564,                0.99033,                 0.9793,                0.99333,                0.99427,                0.83131,                 0.7557,                0.76667,                0.69846,                0.21182,                0.69058,                 3.7092,                0.11873,                0.36565,                 1.1775,              0.0075844,              0.0075844,              0.0075844
                    246,                0.35821,                 3.8242,                0.28742,                0.31821,                0.97642,                0.98647,                0.99333,                0.99467,                0.83041,                 0.7749,                0.76667,                0.68576,                0.20957,                0.69545,                 3.6625,                0.10761,                0.37168,                 1.1713,              0.0075745,              0.0075745,              0.0075745
                    247,                0.36769,                 3.8495,                 0.2878,                0.31861,                0.98332,                0.98024,                0.99218,                0.99447,                0.83284,                0.75402,                   0.76,                 0.6724,                0.21254,                0.69243,                 3.6838,                0.10316,                0.36857,                 1.1684,              0.0075646,              0.0075646,              0.0075646
                    248,                0.36265,                 3.8002,                0.29114,                0.31864,                0.98161,                0.98666,                0.98645,                0.99447,                0.82639,                 0.7325,                0.73333,                0.62765,                0.20874,                 0.7248,                 3.7394,                0.10265,                0.36273,                 1.1998,              0.0075547,              0.0075547,              0.0075547
                    249,                0.35714,                 3.8107,                0.28276,                0.31961,                0.97461,                0.97844,                0.99333,                0.99461,                0.82859,                0.75523,                0.74053,                 0.6461,                0.21189,                0.71003,                 3.6646,                0.09348,                0.37195,                 1.1697,              0.0075448,              0.0075448,              0.0075448
                    250,                0.37204,                 3.8962,                0.28879,                0.33282,                0.98402,                0.97936,                0.99333,                0.99474,                0.82593,                0.73424,                   0.74,                 0.6249,                0.20396,                0.72167,                 3.6633,                0.09458,                0.37032,                 1.1847,              0.0075349,              0.0075349,              0.0075349
                    251,                0.35672,                 3.8249,                 0.2885,                0.31692,                0.97534,                0.97324,                0.99333,                0.99427,                0.83287,                0.73739,                0.75333,                 0.6635,                0.20906,                0.71847,                 3.6332,                0.09684,                0.36875,                 1.1833,               0.007525,               0.007525,               0.007525
                    252,                0.36399,                  3.812,                0.28334,                0.31751,                0.98064,                0.98485,                0.99333,                 0.9946,                0.83415,                 0.7531,                0.75241,                0.64203,                0.21162,                0.70143,                 3.6485,                0.10163,                0.35992,                 1.1647,              0.0075151,              0.0075151,              0.0075151
                    253,                0.36644,                 3.8583,                0.28521,                0.32124,                0.98292,                 0.9837,                0.98667,                0.99264,                0.83434,                0.78092,                   0.76,                0.65914,                0.21449,                0.70397,                 3.6788,                0.10422,                 0.3528,                 1.1676,              0.0075052,              0.0075052,              0.0075052
                    254,                0.35635,                 3.8077,                0.28461,                0.30961,                0.96752,                0.98673,                 0.9916,                0.99474,                0.82791,                 0.7758,                0.77333,                0.66635,                0.21271,                0.69683,                 3.6997,                0.10566,                0.35686,                 1.1645,              0.0074953,              0.0074953,              0.0074953
                    255,                0.36923,                 3.8146,                0.28638,                0.32094,                0.98337,                0.99287,                0.99333,                0.99473,                0.83599,                0.77769,                0.77333,                0.67746,                0.21734,                0.68216,                 3.6542,                0.10437,                0.35258,                 1.1409,              0.0074854,              0.0074854,              0.0074854
                    256,                0.36404,                 3.8052,                0.28481,                0.31811,                0.98008,                0.99208,                0.98667,                0.99433,                0.83546,                0.80789,                0.77333,                0.69248,                0.22192,                 0.6869,                 3.6416,                0.10365,                 0.3544,                  1.151,              0.0074755,              0.0074755,              0.0074755
                    257,                0.35258,                 3.7885,                0.28392,                0.31469,                0.96966,                0.97384,                0.99264,                0.99345,                0.82806,                0.75369,                   0.76,                0.68698,                0.22524,                0.71515,                 3.6508,                0.10236,                 0.3606,                 1.1802,              0.0074656,              0.0074656,              0.0074656
                    258,                0.36248,                 3.8279,                0.28637,                0.31564,                0.98468,                0.96749,                0.99333,                0.99208,                0.82907,                0.73927,                0.73721,                0.63821,                0.22049,                0.70732,                 3.7072,                0.09993,                0.36469,                 1.1922,              0.0074557,              0.0074557,              0.0074557
                    259,                0.34641,                 3.7632,                0.28259,                  0.305,                0.96938,                0.97364,                0.98516,                0.99235,                0.82847,                0.74052,                0.74667,                0.64879,                0.22496,                0.71793,                  3.721,                0.09739,                0.36194,                 1.2027,              0.0074458,              0.0074458,              0.0074458
                    260,                0.37095,                 3.7782,                 0.2816,                0.32137,                0.98378,                0.97367,                  0.986,                0.98724,                0.82408,                0.72793,                0.73333,                0.62156,                0.21697,                0.73085,                 3.7022,                0.10041,                0.36077,                 1.1945,              0.0074359,              0.0074359,              0.0074359
                    261,                0.35878,                  3.818,                 0.2836,                0.31345,                  0.979,                0.97365,                0.98546,                0.99068,                0.82922,                0.75341,                   0.76,                0.66564,                0.21688,                0.70805,                 3.6939,                0.09535,                0.37223,                 1.1647,               0.007426,               0.007426,               0.007426
                    262,                 0.3645,                  3.803,                0.28234,                0.32241,                0.98326,                0.97985,                   0.98,                0.99347,                0.82625,                0.74462,                0.73866,                0.62285,                0.19926,                0.70722,                 3.7284,                0.09577,                0.37247,                  1.164,              0.0074161,              0.0074161,              0.0074161
                    263,                0.35661,                 3.7558,                0.28866,                 0.3226,                0.98049,                0.97998,                0.97913,                0.99271,                0.82097,                0.74776,                   0.74,                0.62864,                0.21476,                0.70494,                 3.6668,                0.09629,                0.37104,                 1.1749,              0.0074062,              0.0074062,              0.0074062
                    264,                0.35173,                  3.766,                0.28741,                0.30916,                0.96875,                0.97113,                0.98667,                0.99331,                0.82502,                0.74297,                0.73333,                0.61466,                0.21381,                0.70902,                 3.6616,                0.10088,                0.36546,                 1.1729,              0.0073963,              0.0073963,              0.0073963
                    265,                0.36519,                 3.7783,                0.28677,                0.31938,                0.98547,                0.97714,                   0.98,                0.98792,                  0.826,                0.72629,                0.72667,                0.61153,                0.21318,                0.68932,                  3.667,                0.10691,                0.37365,                 1.1572,              0.0073864,              0.0073864,              0.0073864
                    266,                0.36656,                 3.7592,                0.27603,                0.31393,                 0.9746,                0.99265,                   0.98,                0.99137,                0.81867,                 0.7487,                   0.74,                0.64172,                0.21351,                0.71019,                 3.6556,                0.09977,                0.36277,                 1.1859,              0.0073765,              0.0073765,              0.0073765
                    267,                0.35033,                 3.7802,                 0.2833,                0.30943,                0.97731,                0.98666,                 0.9864,                0.99242,                0.81906,                0.73401,                   0.72,                0.58065,                0.20169,                0.69702,                 3.6297,                0.09855,                0.36347,                 1.1744,              0.0073666,              0.0073666,              0.0073666
                    268,                0.36217,                 3.7704,                0.28651,                0.31908,                0.98073,                0.98649,                0.97329,                0.99162,                0.82707,                0.76081,                0.74667,                0.63838,                0.21595,                0.69807,                 3.6425,                0.10059,                0.36746,                 1.1764,              0.0073567,              0.0073567,              0.0073567
                    269,                0.35451,                 3.6805,                0.27915,                0.31387,                0.97058,                0.97905,                   0.96,                   0.99,                0.82064,                0.79111,                0.77333,                0.68448,                0.22114,                0.71148,                 3.6075,                0.10442,                0.38009,                 1.1854,              0.0073468,              0.0073468,              0.0073468
                    270,                 0.3589,                 3.7792,                0.28476,                0.31673,                0.97609,                0.97739,                0.96667,                0.98753,                0.81604,                0.76823,                   0.76,                0.67969,                0.22214,                0.71921,                 3.5681,                0.10783,                0.38434,                 1.2096,              0.0073369,              0.0073369,              0.0073369
                    271,                0.36044,                 3.7056,                0.28745,                0.30778,                0.97727,                0.99323,                0.97763,                0.99141,                0.83066,                0.72542,                0.71333,                0.57956,                0.21471,                0.69357,                 3.6166,                 0.1033,                0.35835,                 1.1833,               0.007327,               0.007327,               0.007327
                    272,                0.34697,                 3.7205,                0.28823,                0.30352,                 0.9716,                0.96639,                0.97333,                 0.9852,                0.81753,                 0.7011,                0.70667,                0.55698,                  0.208,                0.71156,                 3.6269,                0.11296,                0.37075,                 1.1989,              0.0073171,              0.0073171,              0.0073171
                    273,                0.34377,                 3.6764,                0.28002,                0.30587,                0.97071,                0.98479,                0.97333,                0.98664,                 0.8236,                0.75111,                0.75333,                0.63287,                0.22493,                0.69847,                 3.5822,                  0.108,                0.35452,                 1.1817,              0.0073072,              0.0073072,              0.0073072
                    274,                0.34912,                 3.7902,                0.28137,                0.31065,                0.97331,                0.98458,                   0.98,                0.99022,                0.83188,                  0.775,                0.78667,                0.67633,                0.21815,                0.68426,                  3.584,                0.10415,                0.36525,                 1.1506,              0.0072973,              0.0072973,              0.0072973
                    275,                 0.3506,                 3.7195,                0.28023,                0.30842,                0.96645,                0.98543,                0.98667,                0.99376,                0.83404,                0.76539,                0.76667,                0.66402,                0.21062,                0.66977,                 3.6326,                0.09971,                0.35781,                 1.1392,              0.0072874,              0.0072874,              0.0072874
