                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.48311,                 4.8005,                0.34104,                0.41009,                 1.0443,                   0.98,                0.97998,                0.99309,                0.79736,                0.55859,                0.55681,                0.38265,                0.09968,                0.79701,                 4.6044,                0.14075,                0.41575,                 1.2407,              0.0091387,              0.0091387,              0.0091387
                     89,                0.47224,                 4.9377,                0.34702,                0.41414,                 1.0438,                0.98009,                0.98464,                0.98853,                0.78568,                0.59847,                    0.6,                0.40059,                0.09819,                0.79585,                 4.6044,                0.12739,                0.42227,                 1.2316,              0.0091288,              0.0091288,              0.0091288
                     90,                 0.4855,                 4.8958,                0.34024,                0.41689,                 1.0536,                0.98512,                0.97333,                 0.9899,                0.78258,                0.56816,                   0.56,                0.36182,                0.08594,                 0.8059,                 4.6534,                0.13993,                0.44133,                 1.2648,              0.0091189,              0.0091189,              0.0091189
                     91,                0.45975,                 4.8895,                0.34812,                0.39572,                 1.0286,                0.95455,                0.98007,                0.99001,                0.79853,                0.55134,                0.55333,                0.34843,                0.08822,                0.79205,                 4.5739,                0.15357,                0.43483,                 1.2442,               0.009109,               0.009109,               0.009109
                     92,                0.47267,                 4.8661,                0.34166,                0.40607,                 1.0402,                0.97366,                0.98577,                 0.9919,                0.80067,                0.56335,                0.55908,                0.38334,                0.09304,                0.80717,                 4.5989,                0.13233,                0.44439,                 1.2227,              0.0090991,              0.0090991,              0.0090991
                     93,                0.46864,                 4.7995,                0.33848,                0.40943,                 1.0355,                0.95617,                0.97333,                0.99016,                 0.8004,                0.56518,                0.57193,                0.35964,                0.09118,                0.76896,                 4.4532,                0.13238,                0.42959,                 1.1988,              0.0090892,              0.0090892,              0.0090892
                     94,                0.46774,                 4.7748,                0.34105,                0.40167,                 1.0392,                0.97237,                0.98667,                0.98664,                0.77843,                 0.5712,                0.57333,                0.38107,                0.09375,                0.79376,                 4.6014,                0.15581,                0.45567,                 1.2535,              0.0090793,              0.0090793,              0.0090793
                     95,                0.46284,                 4.8396,                0.33744,                0.41005,                 1.0429,                0.96013,                0.96318,                0.98551,                0.78328,                0.58151,                0.58363,                0.38519,                0.09466,                0.80704,                 4.4491,                0.14365,                0.44845,                 1.2619,              0.0090694,              0.0090694,              0.0090694
                     96,                0.45473,                 4.7679,                0.33894,                0.40478,                 1.0277,                0.95602,                   0.98,                0.98459,                0.78551,                0.59664,                0.59333,                0.37277,                 0.0756,                0.80766,                 4.5363,                0.16014,                0.46035,                 1.2408,              0.0090595,              0.0090595,              0.0090595
                     97,                0.45303,                 4.7679,                0.33687,                0.39584,                 1.0298,                0.96507,                0.98667,                0.99174,                0.79358,                0.57727,                0.56444,                0.35412,                0.09006,                0.81627,                  4.461,                0.12049,                0.44617,                 1.2557,              0.0090496,              0.0090496,              0.0090496
                     98,                0.47478,                 4.8118,                0.34147,                0.40754,                 1.0492,                0.99216,                0.98667,                 0.9942,                0.80479,                0.63778,                0.63333,                0.46054,                0.12342,                0.80236,                 4.3629,                0.13588,                0.41821,                 1.2098,              0.0090397,              0.0090397,              0.0090397
                     99,                0.46368,                 4.7323,                0.33581,                0.40409,                 1.0428,                0.98664,                0.98445,                0.98089,                0.79675,                0.62391,                0.60829,                0.43343,                0.10722,                  0.767,                 4.4002,                 0.1165,                0.42107,                 1.1924,              0.0090298,              0.0090298,              0.0090298
                    100,                0.46882,                 4.8264,                0.34271,                0.41435,                 1.0426,                0.96679,                0.97037,                0.98359,                0.76387,                0.56796,                 0.5609,                0.38002,                0.09452,                 0.8106,                 4.4616,                0.14375,                0.46619,                 1.2376,              0.0090199,              0.0090199,              0.0090199
                    101,                0.46109,                 4.7406,                0.33461,                0.41082,                 1.0361,                0.94026,                0.98667,                 0.9866,                0.78702,                0.55317,                   0.58,                0.36691,                0.08988,                0.78414,                 4.5522,                0.16826,                0.43815,                 1.2271,                0.00901,                0.00901,                0.00901
                    102,                 0.4737,                 4.8404,                0.33377,                 0.3952,                 1.0462,                0.97318,                0.96762,                0.98246,                0.78321,                0.57851,                0.58561,                0.38475,                0.09796,                0.81507,                 4.4488,                0.12636,                0.46842,                 1.2505,              0.0090001,              0.0090001,              0.0090001
                    103,                0.46417,                 4.7874,                0.33714,                0.40001,                 1.0456,                0.97101,                   0.98,                0.98454,                0.79391,                 0.5549,                   0.56,                0.36134,                0.09318,                0.75751,                 4.4875,                0.14712,                0.42124,                 1.2132,              0.0089902,              0.0089902,              0.0089902
                    104,                0.44829,                 4.7237,                0.33081,                0.39115,                 1.0254,                0.98655,                0.97833,                0.99024,                0.79944,                0.65726,                0.63924,                0.47308,                0.12304,                0.78719,                 4.3901,                0.11912,                0.42697,                 1.2276,              0.0089803,              0.0089803,              0.0089803
                    105,                0.45368,                 4.7469,                0.33119,                0.38717,                 1.0374,                0.96502,                0.98667,                 0.9909,                0.78724,                0.63164,                0.60587,                0.43422,                0.11252,                0.78494,                  4.416,                0.11734,                 0.4332,                 1.2284,              0.0089704,              0.0089704,              0.0089704
                    106,                0.46179,                 4.7095,                 0.3292,                0.39445,                 1.0354,                0.96718,                0.98228,                0.98993,                0.79436,                0.59564,                0.59333,                 0.4145,                0.11195,                0.76695,                 4.3495,                0.13133,                0.42646,                 1.1852,              0.0089605,              0.0089605,              0.0089605
                    107,                0.45707,                 4.6737,                0.32964,                0.39691,                 1.0302,                0.99324,                0.97906,                0.99415,                0.79493,                0.66182,                0.65333,                0.46978,                0.11999,                0.77459,                  4.462,                0.13601,                0.43846,                 1.2025,              0.0089506,              0.0089506,              0.0089506
                    108,                 0.4551,                 4.7341,                0.33607,                0.39234,                  1.032,                0.95875,                   0.98,                0.98415,                0.80248,                0.62786,                0.58667,                0.43636,                0.12046,                 0.7854,                 4.4278,                0.11658,                0.42621,                 1.2172,              0.0089407,              0.0089407,              0.0089407
                    109,                0.45586,                 4.6324,                0.32618,                0.38984,                 1.0313,                 0.9712,                0.99333,                0.98637,                0.77795,                0.59613,                0.59043,                0.41726,                0.10083,                0.81798,                 4.5501,                0.14515,                 0.4294,                 1.2791,              0.0089308,              0.0089308,              0.0089308
                    110,                0.45608,                 4.7108,                0.32884,                0.39297,                 1.0305,                0.97163,                0.99333,                 0.9918,                 0.8024,                 0.5931,                0.60667,                0.42644,                0.11362,                0.78616,                 4.4568,                0.13104,                0.42649,                 1.2326,              0.0089209,              0.0089209,              0.0089209
                    111,                 0.4574,                 4.6768,                0.33284,                0.39658,                 1.0411,                 0.9606,                0.95333,                0.98133,                0.79395,                0.59067,                0.58667,                0.41681,                0.10178,                0.81068,                 4.4819,                0.12111,                0.41804,                 1.2394,               0.008911,               0.008911,               0.008911
                    112,                0.44464,                 4.6937,                0.33336,                0.40594,                 1.0334,                0.97995,                0.97766,                0.98782,                0.78758,                0.59944,                0.59333,                0.40572,                0.10773,                0.76801,                 4.4807,                0.12321,                0.43457,                 1.2225,              0.0089011,              0.0089011,              0.0089011
                    113,                  0.447,                 4.6358,                0.32598,                0.38784,                 1.0279,                0.96664,                   0.98,                0.98258,                0.78304,                0.61705,                0.61333,                0.42449,                0.10597,                0.78906,                 4.4452,                 0.1292,                0.43639,                 1.2274,              0.0088912,              0.0088912,              0.0088912
                    114,                0.44114,                 4.6625,                0.32285,                0.38495,                 1.0157,                0.98408,                   0.98,                0.98705,                0.79979,                0.67095,                0.64667,                0.51078,                0.12898,                0.76566,                 4.2923,                0.11569,                 0.4222,                 1.2145,              0.0088813,              0.0088813,              0.0088813
                    115,                0.44894,                 4.6476,                0.33176,                0.39136,                 1.0355,                0.97542,                0.96667,                0.97686,                0.78803,                0.61839,                0.60499,                0.43664,                0.10165,                0.78081,                 4.4309,                0.14474,                0.43955,                 1.2267,              0.0088714,              0.0088714,              0.0088714
                    116,                0.43666,                 4.6279,                0.32792,                0.37795,                 1.0109,                 0.9909,                0.98667,                0.99043,                0.79572,                0.60236,                    0.6,                0.41733,                0.10095,                0.77407,                 4.4347,                0.12626,                0.42313,                   1.22,              0.0088615,              0.0088615,              0.0088615
                    117,                0.45535,                 4.6133,                0.32401,                0.39161,                 1.0335,                0.96477,                0.98667,                0.98759,                0.79468,                0.61053,                0.60615,                 0.4232,                0.11378,                0.76805,                 4.3525,                0.13058,                0.42394,                 1.2275,              0.0088516,              0.0088516,              0.0088516
                    118,                0.44788,                 4.5769,                 0.3234,                0.38706,                  1.025,                0.96778,                0.96667,                0.97804,                 0.7976,                0.58741,                0.59333,                 0.4052,                0.11507,                0.76051,                 4.3352,                0.14965,                0.42468,                 1.1953,              0.0088417,              0.0088417,              0.0088417
                    119,                0.45387,                 4.6478,                0.32738,                0.38973,                 1.0348,                 0.9724,                   0.98,                0.98925,                0.79495,                0.59495,                    0.6,                0.40739,                0.10331,                0.78044,                 4.3887,                0.11365,                0.42976,                 1.2159,              0.0088318,              0.0088318,              0.0088318
                    120,                0.44364,                 4.6012,                0.32641,                0.39113,                 1.0265,                0.97887,                   0.98,                0.98566,                0.79743,                0.62575,                0.62667,                 0.4338,                0.11277,                0.78381,                 4.3168,                0.11979,                0.42417,                 1.2281,              0.0088219,              0.0088219,              0.0088219
                    121,                0.43971,                 4.6601,                0.31863,                0.38306,                 1.0177,                0.95403,                   0.98,                0.96906,                0.76451,                 0.5634,                 0.5678,                0.38825,                0.09827,                0.82896,                 4.3813,                0.13931,                0.45019,                 1.2689,               0.008812,               0.008812,               0.008812
                    122,                0.44651,                 4.5606,                0.31631,                0.39006,                  1.024,                0.98393,                0.98667,                 0.9924,                0.78969,                0.64413,                0.61333,                0.44647,                0.10947,                0.77541,                 4.3537,                0.14081,                0.43782,                 1.2115,              0.0088021,              0.0088021,              0.0088021
                    123,                0.46528,                 4.5527,                0.32802,                0.39515,                 1.0381,                0.97094,                   0.98,                0.99023,                0.79852,                0.64702,                0.65333,                0.49756,                0.12172,                0.77243,                 4.4085,                0.12866,                0.41752,                 1.2092,              0.0087922,              0.0087922,              0.0087922
                    124,                0.43823,                 4.5551,                0.31902,                0.37186,                 1.0146,                0.98026,                0.99313,                 0.9944,                0.79871,                0.60436,                0.61333,                0.41134,                0.10419,                 0.7605,                  4.399,                0.11878,                0.40779,                 1.2203,              0.0087823,              0.0087823,              0.0087823
                    125,                0.43177,                 4.5397,                0.32426,                0.37021,                 1.0153,                 0.9751,                0.98667,                0.99251,                0.80712,                0.61387,                0.62533,                0.45465,                0.12843,                0.77659,                 4.2644,                0.11646,                0.40904,                  1.232,              0.0087724,              0.0087724,              0.0087724
                    126,                0.44743,                 4.4676,                0.31847,                0.38598,                 1.0254,                0.97777,                0.97333,                0.99084,                0.80342,                0.63437,                0.63333,                 0.4735,                 0.1256,                0.78371,                 4.2285,                0.12794,                0.41545,                  1.227,              0.0087625,              0.0087625,              0.0087625
                    127,                 0.4222,                 4.5562,                0.31589,                0.37001,                 1.0123,                0.96152,                0.97333,                 0.9837,                0.79568,                0.63223,                0.62667,                0.47835,                0.12751,                0.77008,                 4.3262,                0.12417,                0.44858,                 1.1926,              0.0087526,              0.0087526,              0.0087526
                    128,                0.42869,                  4.539,                0.31635,                0.37485,                 1.0215,                0.97689,                   0.98,                0.98889,                0.78568,                0.61747,                   0.62,                 0.4236,                0.11164,                0.76667,                 4.2663,                0.11101,                0.41359,                 1.2142,              0.0087427,              0.0087427,              0.0087427
                    129,                  0.447,                 4.5473,                0.32308,                0.38781,                 1.0261,                0.95431,                0.98667,                 0.9885,                0.80585,                0.59722,                0.60667,                 0.4272,                0.12438,                0.74656,                 4.2696,                0.10566,                 0.4038,                 1.1957,              0.0087328,              0.0087328,              0.0087328
                    130,                0.43514,                 4.5111,                0.32008,                0.37601,                 1.0199,                0.98396,                0.97333,                0.99294,                0.79587,                0.66658,                   0.66,                0.48568,                 0.1318,                0.77175,                 4.1749,                0.11727,                 0.4299,                 1.2192,              0.0087229,              0.0087229,              0.0087229
                    131,                0.43583,                 4.5714,                0.32295,                0.37742,                 1.0305,                0.99073,                   0.98,                 0.9941,                 0.7976,                0.68662,                   0.68,                0.52105,                0.14443,                0.78205,                 4.2618,                0.10892,                0.42269,                 1.2172,               0.008713,               0.008713,               0.008713
                    132,                0.42773,                 4.4878,                0.31802,                 0.3813,                 1.0122,                0.97901,                   0.98,                0.99267,                0.80648,                0.64573,                0.64667,                0.47677,                0.14259,                0.74332,                 4.1978,                0.13787,                0.42795,                 1.1977,              0.0087031,              0.0087031,              0.0087031
                    133,                0.42135,                 4.4861,                0.32177,                0.37519,                 1.0134,                0.98407,                0.97333,                 0.9898,                0.81541,                0.69534,                   0.68,                0.53953,                0.13624,                 0.7297,                 4.2146,                 0.0983,                0.41105,                 1.1865,              0.0086932,              0.0086932,              0.0086932
                    134,                0.42526,                  4.485,                0.31809,                0.37266,                 1.0183,                0.98506,                0.98667,                0.99383,                0.79503,                0.67866,                   0.68,                0.51939,                0.13748,                 0.7872,                 4.1089,                0.10837,                0.43262,                  1.247,              0.0086833,              0.0086833,              0.0086833
                    135,                0.42554,                 4.4431,                0.31857,                0.37962,                 1.0206,                0.99066,                   0.98,                0.99435,                 0.8113,                0.68695,                0.66667,                0.51364,                0.14172,                0.75382,                 4.1009,                0.12834,                0.39117,                 1.2059,              0.0086734,              0.0086734,              0.0086734
                    136,                0.43008,                 4.5107,                0.32208,                0.37419,                 1.0259,                0.98005,                0.98264,                0.99226,                0.80522,                0.62587,                0.63333,                0.45928,                0.12706,                0.75505,                 4.1929,                0.11088,                0.42449,                 1.2131,              0.0086635,              0.0086635,              0.0086635
                    137,                0.43104,                 4.4316,                0.31417,                0.37367,                 1.0181,                0.98583,                0.98667,                0.99271,                0.81257,                0.67096,                0.67972,                0.53767,                0.14885,                0.75452,                 4.1685,                0.11359,                0.39358,                 1.2039,              0.0086536,              0.0086536,              0.0086536
                    138,                0.42906,                 4.4971,                0.32143,                0.37369,                 1.0151,                0.97938,                0.98667,                0.98645,                0.80677,                0.67455,                   0.68,                0.50075,                0.13121,                0.76498,                 4.1562,                0.12035,                0.40451,                 1.2037,              0.0086437,              0.0086437,              0.0086437
                    139,                0.43012,                 4.5115,                0.31651,                0.37222,                 1.0148,                0.98008,                0.98413,                0.98523,                0.79333,                0.65836,                   0.66,                0.47954,                0.13458,                 0.7821,                 4.1623,                0.12485,                0.39278,                 1.2308,              0.0086338,              0.0086338,              0.0086338
                    140,                0.41032,                 4.3906,                0.30924,                0.36989,                 1.0087,                0.97187,                0.98667,                0.98492,                0.80256,                0.64659,                0.64644,                0.47833,                0.13416,                0.74958,                 4.1534,                0.10098,                0.39383,                 1.2142,              0.0086239,              0.0086239,              0.0086239
                    141,                0.42516,                 4.4035,                0.31772,                0.36975,                 1.0112,                0.97547,                0.98667,                0.98797,                0.79201,                0.68041,                0.68667,                0.52211,                0.13141,                0.75764,                 4.1318,                0.11308,                0.41867,                 1.2377,               0.008614,               0.008614,               0.008614
                    142,                0.42703,                 4.4278,                0.31376,                0.37375,                 1.0204,                0.97785,                   0.98,                0.98947,                 0.8012,                 0.6747,                   0.64,                0.49818,                0.14272,                0.76738,                  4.199,                0.11172,                0.39786,                 1.2186,              0.0086041,              0.0086041,              0.0086041
                    143,                0.44051,                 4.3712,                0.30535,                0.37521,                 1.0185,                0.98014,                0.97333,                0.98937,                0.78762,                0.66165,                0.64667,                0.49292,                0.14011,                 0.7744,                 4.0876,                0.12233,                0.40895,                 1.2095,              0.0085942,              0.0085942,              0.0085942
                    144,                0.42568,                 4.4439,                0.31215,                0.37255,                 1.0154,                0.97396,                0.96667,                0.98737,                0.80746,                0.64531,                   0.64,                0.47445,                 0.1352,                0.76525,                 4.0968,                0.11057,                0.40517,                 1.2201,              0.0085843,              0.0085843,              0.0085843
                    145,                0.43155,                 4.4298,                0.31202,                0.36705,                 1.0144,                0.98278,                0.98667,                0.99244,                0.80205,                0.71007,                0.71333,                0.57287,                0.15049,                0.77309,                 4.0829,                0.11318,                0.41749,                 1.2039,              0.0085744,              0.0085744,              0.0085744
                    146,                0.41811,                  4.411,                0.31637,                0.36441,                 1.0105,                0.97289,                   0.98,                0.97474,                0.78369,                0.67538,                0.66577,                0.50984,                0.14699,                0.76711,                 4.1383,                0.12236,                0.41831,                 1.2504,              0.0085645,              0.0085645,              0.0085645
                    147,                 0.4173,                 4.4625,                0.31385,                0.36085,                 1.0066,                 0.9735,                0.97962,                0.98433,                0.79797,                0.69239,                0.69333,                0.53701,                0.14899,                0.79471,                 4.1373,                0.11471,                0.42703,                 1.2579,              0.0085546,              0.0085546,              0.0085546
                    148,                0.41895,                 4.4233,                0.30995,                0.36463,                 1.0142,                0.98958,                0.96667,                0.98826,                 0.8022,                0.67179,                0.66667,                0.51842,                0.13963,                0.74363,                 4.1018,                0.11494,                 0.4036,                 1.1802,              0.0085447,              0.0085447,              0.0085447
                    149,                0.41696,                 4.3969,                0.31154,                0.36821,                 1.0131,                0.98277,                0.97333,                0.98532,                0.80428,                0.64471,                   0.64,                0.46637,                0.13056,                0.74983,                 4.1351,                0.10555,                0.42684,                 1.2194,              0.0085348,              0.0085348,              0.0085348
                    150,                0.41395,                 4.3634,                0.31641,                0.36329,                 1.0046,                0.97952,                0.99333,                0.99343,                0.81535,                 0.6988,                0.70667,                 0.5583,                0.14285,                0.74251,                 4.0295,                0.12372,                0.38623,                  1.219,              0.0085249,              0.0085249,              0.0085249
                    151,                0.41092,                 4.3553,                0.30587,                0.35644,                0.99905,                0.97213,                0.98667,                0.99331,                0.80479,                0.63801,                   0.64,                0.49497,                0.14792,                 0.7481,                 4.1076,                0.12116,                0.39674,                 1.1977,               0.008515,               0.008515,               0.008515
                    152,                0.41758,                 4.4469,                0.31332,                0.36347,                 1.0179,                0.97139,                   0.98,                0.99072,                0.80094,                0.64825,                0.65333,                0.48866,                0.13991,                0.75495,                 4.1402,                0.11523,                0.40852,                 1.2346,              0.0085051,              0.0085051,              0.0085051
                    153,                0.42277,                 4.3344,                0.30643,                0.36638,                 1.0104,                0.99161,                0.98667,                0.99333,                0.79496,                0.67258,                0.67104,                0.49658,                 0.1426,                0.78871,                  4.117,                0.10685,                0.39768,                 1.2549,              0.0084952,              0.0084952,              0.0084952
                    154,                0.42512,                 4.3926,                0.30819,                0.37017,                 1.0238,                0.97628,                   0.96,                0.98151,                0.79012,                0.63525,                0.62667,                0.45943,                0.13921,                0.77509,                 4.1851,                0.10046,                0.43062,                  1.225,              0.0084853,              0.0084853,              0.0084853
                    155,                 0.4115,                 4.4004,                0.30624,                0.36102,                 1.0053,                0.96021,                0.98667,                0.98295,                0.79212,                0.66822,                0.68667,                0.53151,                0.14334,                0.77439,                 4.0888,                 0.1184,                0.40231,                 1.2421,              0.0084754,              0.0084754,              0.0084754
                    156,                0.43617,                 4.3445,                0.30184,                0.36747,                 1.0218,                0.98665,                0.98546,                0.99227,                0.81033,                0.66399,                   0.66,                0.50028,                 0.1363,                0.75735,                 4.0703,                 0.1149,                0.37915,                 1.2311,              0.0084655,              0.0084655,              0.0084655
                    157,                0.41724,                 4.3732,                0.31219,                 0.3619,                 1.0156,                0.97384,                0.99254,                0.99338,                0.80107,                0.67464,                0.66353,                0.49753,                0.13389,                0.75596,                 4.1325,                0.12415,                 0.3924,                 1.2035,              0.0084556,              0.0084556,              0.0084556
                    158,                0.41631,                 4.3665,                0.31134,                0.36218,                 1.0116,                0.99245,                   0.98,                0.99314,                0.80534,                0.69511,                0.68667,                0.52332,                0.14614,                0.75928,                 4.0387,                0.11993,                0.38293,                 1.2144,              0.0084457,              0.0084457,              0.0084457
                    159,                0.41008,                 4.3116,                0.30944,                0.35774,                 1.0095,                0.97672,                   0.98,                0.98226,                0.79696,                0.65774,                   0.66,                0.50716,                0.14498,                0.75774,                 4.0952,                0.11901,                0.39066,                 1.2274,              0.0084358,              0.0084358,              0.0084358
                    160,                 0.4189,                 4.3002,                0.31145,                0.36214,                 1.0071,                0.98596,                0.98667,                0.99143,                0.80183,                0.67492,                0.67823,                0.53121,                0.14734,                0.75076,                 4.0377,                0.11492,                0.39625,                 1.2086,              0.0084259,              0.0084259,              0.0084259
                    161,                0.42517,                 4.3239,                0.29954,                0.36868,                 1.0107,                0.97924,                0.99333,                 0.9928,                0.80395,                0.72262,                0.73333,                0.58719,                0.14603,                0.75611,                 4.0073,                0.10192,                0.38846,                 1.2278,               0.008416,               0.008416,               0.008416
                    162,                0.40298,                 4.3045,                0.30736,                0.35305,                 1.0054,                0.99112,                   0.98,                0.98949,                 0.8048,                0.69209,                0.69333,                0.53678,                0.15047,                0.74273,                  4.061,                0.11618,                0.37699,                 1.1922,              0.0084061,              0.0084061,              0.0084061
                    163,                0.40685,                 4.3601,                0.30712,                0.35255,                 1.0017,                0.98964,                0.97333,                0.99007,                0.79965,                0.66417,                0.65333,                0.49248,                 0.1354,                0.72973,                 4.0503,                0.11964,                0.38383,                  1.188,              0.0083962,              0.0083962,              0.0083962
                    164,                0.40596,                 4.2038,                 0.3018,                0.35829,                0.99826,                0.97279,                   0.98,                0.99141,                0.81592,                0.68819,                0.69333,                0.54114,                0.14627,                0.75288,                 3.9992,                0.12018,                0.38111,                 1.1958,              0.0083863,              0.0083863,              0.0083863
                    165,                0.41367,                 4.2471,                0.30877,                0.35201,                 1.0181,                0.97917,                0.98667,                0.99197,                0.82118,                0.69515,                    0.7,                0.55311,                0.15632,                0.73999,                 3.9603,                0.12079,                0.38637,                 1.1873,              0.0083764,              0.0083764,              0.0083764
                    166,                0.41146,                 4.2698,                0.30278,                0.35803,                  1.009,                0.97905,                0.99333,                0.99453,                0.82792,                0.66533,                0.67333,                0.51701,                 0.1454,                0.71218,                 4.0755,                0.11497,                0.38101,                 1.1824,              0.0083665,              0.0083665,              0.0083665
                    167,                0.41427,                 4.2245,                0.30592,                0.35166,                 1.0058,                0.99466,                0.98667,                0.99493,                0.81988,                0.68337,                0.68667,                0.54871,                0.16361,                0.72944,                 3.9874,                0.11477,                0.38669,                 1.1795,              0.0083566,              0.0083566,              0.0083566
                    168,                0.41116,                 4.2262,                 0.3041,                 0.3604,                 1.0086,                0.98646,                0.97149,                0.98518,                0.80056,                0.73753,                0.70667,                0.59124,                0.16334,                0.75072,                 4.0045,                0.13107,                0.41598,                 1.2187,              0.0083467,              0.0083467,              0.0083467
                    169,                0.41452,                 4.3194,                0.30628,                0.35543,                 1.0032,                0.97774,                   0.96,                0.99213,                0.80572,                0.72242,                    0.7,                0.59858,                0.15905,                0.74931,                 3.9852,                0.10943,                0.40429,                 1.2325,              0.0083368,              0.0083368,              0.0083368
                    170,                0.40107,                 4.2692,                0.30908,                0.35124,                0.99597,                0.97335,                0.98667,                0.99169,                0.79751,                0.67517,                0.66667,                 0.5353,                0.14457,                0.74224,                 4.0031,                0.10538,                0.38858,                 1.2077,              0.0083269,              0.0083269,              0.0083269
                    171,                0.40245,                 4.2282,                0.30291,                0.35171,                0.99636,                0.98888,                   0.96,                0.98516,                0.78983,                0.69821,                   0.68,                0.56362,                0.14761,                0.76841,                 4.0054,                0.11833,                0.39734,                 1.2194,               0.008317,               0.008317,               0.008317
                    172,                 0.3942,                 4.1774,                0.30222,                0.33872,                0.99693,                0.97322,                0.96924,                0.99035,                0.79896,                0.68326,                   0.68,                0.55191,                0.14917,                0.73223,                 3.9437,                0.11205,                0.40483,                 1.1725,              0.0083071,              0.0083071,              0.0083071
                    173,                0.40669,                 4.2584,                0.29669,                0.34613,                 1.0074,                0.98377,                0.97333,                0.98764,                0.81033,                0.70746,                    0.7,                0.56631,                0.15628,                0.73268,                 4.0037,                0.11773,                0.41741,                 1.1922,              0.0082972,              0.0082972,              0.0082972
                    174,                0.40152,                 4.2511,                0.30024,                0.35139,                 1.0029,                0.98647,                0.97213,                0.98544,                0.79443,                  0.715,                0.68575,                0.55541,                0.15613,                0.74431,                 4.0302,                0.10786,                0.40479,                 1.2004,              0.0082873,              0.0082873,              0.0082873
                    175,                0.40921,                 4.2118,                0.30289,                0.35146,                  1.003,                0.97348,                0.97881,                0.98876,                0.82368,                0.68862,                0.69294,                0.55459,                0.15979,                0.71778,                 3.9785,                0.10278,                0.39862,                 1.1816,              0.0082774,              0.0082774,              0.0082774
                    176,                0.40613,                 4.1878,                0.30287,                0.34227,                0.99571,                0.97986,                0.97298,                0.98281,                0.81601,                0.73748,                0.73333,                0.59462,                0.17129,                0.72736,                 3.9486,                0.11465,                 0.3838,                 1.1885,              0.0082675,              0.0082675,              0.0082675
                    177,                0.39001,                  4.135,                0.29935,                0.34906,                0.99094,                0.96583,                0.98667,                0.99004,                0.80239,                0.72096,                0.72667,                0.58943,                0.16495,                0.75803,                 3.9363,                0.11077,                0.39557,                 1.1973,              0.0082576,              0.0082576,              0.0082576
                    178,                0.41347,                 4.2081,                 0.2966,                0.35349,                 1.0048,                 0.9876,                   0.98,                0.98792,                0.79818,                0.71046,                   0.72,                0.59036,                0.15766,                0.76682,                 3.9986,                0.10792,                0.39166,                 1.2221,              0.0082477,              0.0082477,              0.0082477
                    179,                0.40047,                 4.2284,                0.30768,                 0.3468,                0.99588,                 0.9847,                   0.98,                0.99004,                0.81209,                0.65249,                0.65333,                 0.5004,                0.14647,                 0.7593,                 4.1754,                0.12501,                0.37909,                 1.2203,              0.0082378,              0.0082378,              0.0082378
                    180,                0.40035,                 4.2392,                0.30111,                0.34422,                0.99225,                0.98983,                0.96667,                0.99172,                0.80851,                0.69685,                 0.6743,                0.55172,                0.16084,                0.75308,                 4.0251,                0.11121,                0.40165,                 1.2161,              0.0082279,              0.0082279,              0.0082279
                    181,                 0.4018,                 4.1698,                0.30308,                0.35203,                 1.0045,                0.98636,                0.96449,                0.98456,                0.81292,                0.69942,                0.69809,                0.56333,                0.16056,                0.72875,                 4.0447,                0.11112,                0.36898,                 1.1923,               0.008218,               0.008218,               0.008218
                    182,                0.40416,                 4.1482,                0.30151,                0.35097,                0.99548,                0.98406,                0.97333,                0.99269,                0.80328,                0.74016,                0.72667,                0.60711,                 0.1747,                0.73181,                 3.9422,                0.10903,                0.38475,                 1.2024,              0.0082081,              0.0082081,              0.0082081
                    183,                0.40474,                 4.2123,                 0.2994,                0.35188,                 1.0042,                0.98526,                0.99333,                 0.9935,                0.82306,                0.66631,                0.66561,                0.51141,                0.15674,                 0.7034,                 4.0317,                0.11792,                0.37794,                 1.1588,              0.0081982,              0.0081982,              0.0081982
                    184,                0.40173,                  4.142,                0.30735,                0.34534,                 1.0069,                0.97987,                0.97355,                0.99422,                0.80833,                0.68507,                    0.7,                0.55298,                0.16244,                0.73956,                 3.9974,                0.11113,                0.38397,                 1.1816,              0.0081883,              0.0081883,              0.0081883
                    185,                0.40123,                 4.1906,                0.30194,                0.34613,                 1.0018,                0.96682,                0.97144,                0.98908,                0.80941,                0.67197,                0.68667,                0.53857,                0.15944,                0.72807,                 3.9731,                0.11263,                0.39691,                 1.1831,              0.0081784,              0.0081784,              0.0081784
                    186,                0.39812,                 4.0806,                0.29258,                0.34315,                0.99203,                0.97365,                0.98538,                0.98941,                0.80826,                0.74741,                0.75333,                0.65038,                0.18821,                 0.7426,                 3.8802,                0.10978,                0.38508,                 1.2106,              0.0081685,              0.0081685,              0.0081685
                    187,                0.40109,                 4.1438,                0.29763,                0.34345,                 1.0033,                0.97634,                   0.98,                0.99163,                0.81347,                  0.702,                0.72667,                0.57203,                0.16006,                0.73126,                 3.9493,                0.11611,                0.39103,                 1.1932,              0.0081586,              0.0081586,              0.0081586
